employee_id	lead_id	gross_base_salary	lead_monthly_budget	talent_segment	stagnation_compensation_quadrant	percentage_current_band	percentage_increase_last_12months	years_without_promotion_or_merit	is_talent	is_exceeding_expectations_last_year	high_performers_low_band	is_critical_position_or_successor	zscore_years_without_promotion_or_merit_for_hr_group	percentage_current_band_inv	percentage_increase_last_12months_inv
2120	1720	14000	4209.0	Not Talent and Not High Performer	Recent Hires	83.0	0.0	2.220396988364134	0.0	0.0	0.0	0.0	0.32688842587676903	0.525	1.0
2494	399	11200	1692.5	Not Talent and Not High Performer	Recent Hires	77.0	0.0	0.30390143737166325	0.0	0.0	0.0	0.0	0.04001385528837309	0.6000000000000001	1.0
2495	2510	65000	28804.05	Not Talent and Not High Performer	Recent Hires	100.0	0.0	0.30390143737166325	0.0	0.0	0.0	1.0	0.03247232586264609	0.3125	1.0
2463	2511	30000	9208.6	Not Talent and Not High Performer	Recent Hires	81.0	0.0	0.47091033538672145	0.0	0.0	0.0	1.0	0.061192125435579725	0.55	1.0
2273	415	12500	3819.81	Not Talent and Not High Performer	Recent Hires	92.0	0.0	1.4729637234770705	0.0	0.0	0.0	0.0	0.21363157060525972	0.41250000000000003	1.0
2281	959	13000	8660.82	Not Talent and Not High Performer	Recent Hires	81.0	0.0	1.4729637234770705	0.0	0.0	0.0	0.0	0.23351092287318143	0.55	1.0
2386	709	9800	1496.05	Not Talent and Not High Performer	Recent Hires	72.0	0.0	0.8021902806297057	0.0	0.0	0.0	0.0	0.11816090819500542	0.6625000000000001	1.0
2400	962	12000	4725.35	Not Talent and Not High Performer	Recent Hires	88.0	0.0	0.8021902806297057	0.0	0.0	0.0	0.0	0.11816090819500542	0.4625	1.0
2391	1351	12000	3080.2	Not Talent and Not High Performer	Recent Hires	88.0	0.0	0.8021902806297057	0.0	0.0	0.0	0.0	0.11816090819500542	0.4625	1.0
2402	1399	13500	4422.0	Not Talent and Not High Performer	Recent Hires	91.0	0.0	0.8021902806297057	0.0	0.0	0.0	1.0	0.11460124364135604	0.42500000000000004	1.0
2399	473	15000	2402.0	Not Talent and Not High Performer	Recent Hires	94.0	0.0	0.8021902806297057	0.0	0.0	0.0	0.0	0.11816090819500542	0.3875	1.0
2376	1019	14000	7648.92	Not Talent and Not High Performer	Recent Expensive Hires	103.0	0.0	0.974674880219028	0.0	0.0	0.0	0.0	0.14078966040281557	0.275	1.0
2339	2126	11000	1005.0	Not Talent and Not High Performer	Recent Hires	81.0	0.0	1.2238193018480492	0.0	0.0	0.0	0.0	0.17771364917080315	0.55	1.0
2338	702	14324	1294.0	Not Talent and Not High Performer	Recent Hires	84.0	0.0	1.2238193018480492	0.0	0.0	0.0	0.0	0.17771364917080315	0.5125000000000001	1.0
2415	1437	15000	6170.18	Not Talent and Not High Performer	Recent Hires	94.0	0.0	0.7255304585900069	0.0	0.0	0.0	0.0	0.10312626081782021	0.3875	1.0
2416	1286	24200	10446.32	Not Talent and Not High Performer	Recent Expensive Hires	101.0	0.0	0.7255304585900069	0.0	0.0	0.0	1.0	0.10497804937464245	0.30000000000000004	1.0
2302	415	18000	3819.81	Not Talent and Not High Performer	Recent Hires	75.0	0.0	1.3963039014373717	0.0	0.0	0.0	0.0	0.2035323605237588	0.625	1.0
2305	1283	13000	2123.35	Not Talent and Not High Performer	Recent Hires	76.0	0.0	1.3963039014373717	0.0	0.0	0.0	1.0	0.2035323605237588	0.6125	1.0
2307	901	9500	5223.8	Not Talent and Not High Performer	Recent Hires	86.0	0.0	1.3963039014373717	0.0	0.0	0.0	0.0	0.2203280640528185	0.48750000000000004	1.0
2309	141	9700	2345.0	Not Talent and Not High Performer	Recent Hires	87.0	0.0	1.3963039014373717	0.0	0.0	0.0	0.0	0.2035323605237588	0.47500000000000003	1.0
2455	2183	14700	4981.25	Not Talent and Not High Performer	Recent Hires	92.0	0.0	0.47638603696098564	0.0	0.0	0.0	0.0	0.062133758208462786	0.41250000000000003	1.0
2457	791	16000	4882.1	Not Talent and Not High Performer	Recent Hires	77.0	0.0	0.47638603696098564	0.0	0.0	0.0	0.0	0.062133758208462786	0.6000000000000001	1.0
2461	2005	11300	1340.55	Not Talent and Not High Performer	Recent Hires	78.0	0.0	0.47638603696098564	0.0	0.0	0.0	0.0	0.062133758208462786	0.5875	1.0
2458	66	18000	3966.1	Not Talent and Not High Performer	Recent Hires	81.0	0.0	0.47638603696098564	0.0	0.0	0.0	1.0	0.062133758208462786	0.55	1.0
2456	1578	12000	11133.5	Not Talent and Not High Performer	Recent Hires	82.0	0.0	0.47638603696098564	0.0	0.0	0.0	0.0	0.06583256664132872	0.5375	1.0
2459	1596	15000	5092.55	Not Talent and Not High Performer	Recent Hires	89.0	0.0	0.47638603696098564	0.0	0.0	0.0	0.0	0.06583256664132872	0.45	1.0
2346	1102	12000	4430.2	Not Talent and Not High Performer	Recent Hires	75.0	0.0	1.1471594798083504	0.0	0.0	0.0	0.0	0.1662386663472673	0.625	1.0
2345	1218	9000	1075.0	Not Talent and Not High Performer	Recent Hires	81.0	0.0	1.1471594798083504	0.0	0.0	0.0	0.0	0.1662386663472673	0.55	1.0
2344	295	12500	1147.45	Not Talent and Not High Performer	Recent Hires	86.0	0.0	1.1471594798083504	0.0	0.0	0.0	1.0	0.3050627250687369	0.48750000000000004	1.0
2347	1823	12000	600.0	Not Talent and Not High Performer	Recent Hires	88.0	0.0	1.1471594798083504	0.0	0.0	0.0	0.0	0.1662386663472673	0.4625	1.0
2349	519	10000	1880.4	Not Talent and Not High Performer	Recent Hires	90.0	0.0	1.1471594798083504	0.0	0.0	0.0	0.0	0.1662386663472673	0.4375	1.0
2501	1927	11660	6221.0	Not Talent and Not High Performer	Recent Hires	86.0	0.0	0.2272416153319644	0.0	0.0	0.0	0.0	0.019289467042283126	0.48750000000000004	1.0
2504	2156	11000	3630.0	Not Talent and Not High Performer	Recent Hires	81.0	0.0	0.2272416153319644	0.0	0.0	0.0	1.0	0.028538872464837245	0.55	1.0
2505	2109	14000	700.0	Not Talent and Not High Performer	Recent Hires	82.0	0.0	0.2272416153319644	0.0	0.0	0.0	0.0	0.04675139171567018	0.5375	1.0
2497	1667	12000	8442.15	Not Talent and Not High Performer	Recent Hires	88.0	0.0	0.2272416153319644	0.0	0.0	0.0	0.0	0.028538872464837245	0.4625	1.0
2498	501	11000	7199.56	Not Talent and Not High Performer	Recent Hires	74.0	0.0	0.2272416153319644	0.0	0.0	0.0	0.0	0.028538872464837245	0.6375000000000001	1.0
2404	750	9500	1231.25	Not Talent and Not High Performer	Recent Hires	92.0	0.0	0.810403832991102	0.0	0.0	0.0	0.0	0.11583070608673487	0.41250000000000003	1.0
2478	228	11000	2702.7	Not Talent and Not High Performer	Recent Hires	81.0	0.0	0.3997262149212868	0.0	0.0	0.0	0.0	0.05435758381779289	0.55	1.0
2479	133	14700	11394.44	Not Talent and Not High Performer	Recent Hires	92.0	0.0	0.3997262149212868	0.0	0.0	0.0	1.0	0.05435758381779289	0.41250000000000003	1.0
2467	2448	12500	2250.0	Not Talent and Not High Performer	Recent Expensive Hires	105.0	0.0	0.3997262149212868	0.0	0.0	0.0	0.0	0.05440339586240135	0.25	1.0
2421	2183	11800	4981.25	Not Talent and Not High Performer	Recent Hires	74.0	0.0	0.648870636550308	0.0	0.0	0.0	0.0	0.09179519055427948	0.6375000000000001	1.0
2428	223	18000	5690.46	Not Talent and Not High Performer	Recent Hires	81.0	0.0	0.648870636550308	0.0	0.0	0.0	0.0	0.09165127799428435	0.55	1.0
2427	1460	12840	7281.0	Not Talent and Not High Performer	Recent Hires	88.0	0.0	0.648870636550308	0.0	0.0	0.0	0.0	0.09165127799428435	0.4625	1.0
2418	2183	14000	4981.25	Not Talent and Not High Performer	Recent Hires	88.0	0.0	0.648870636550308	0.0	0.0	0.0	0.0	0.09179519055427948	0.4625	1.0
2425	2325	14700	2425.55	Not Talent and Not High Performer	Recent Hires	92.0	0.0	0.648870636550308	0.0	0.0	0.0	1.0	0.09165127799428435	0.41250000000000003	1.0
2426	1811	15000	6707.65	Not Talent and Not High Performer	Recent Hires	94.0	0.0	0.648870636550308	0.0	0.0	0.0	1.0	0.09179519055427948	0.3875	1.0
2417	555	14000	8866.2	Not Talent and Not High Performer	Recent Expensive Hires	103.0	0.0	0.648870636550308	0.0	0.0	0.0	0.0	0.0913670792848506	0.275	1.0
2403	1593	11000	1748.35	Not Talent and Not High Performer	Recent Hires	76.0	0.0	0.813141683778234	0.0	0.0	0.0	0.0	0.11624052690186115	0.6125	1.0
2384	133	14700	11394.44	Not Talent and Not High Performer	Recent Hires	71.0	0.0	0.8980150581793293	0.0	0.0	0.0	1.0	0.12894497217077586	0.675	1.0
2319	2513	48000	16627.28	Not Talent and Not High Performer	Recent Expensive Hires	122.0	0.0	1.319644079397673	0.0	0.0	0.0	1.0	0.2071452052324555	0.037500000000000006	1.0
2444	611	10272	3351.85	Not Talent and Not High Performer	Recent Hires	71.0	0.0	0.5694729637234771	0.0	0.0	0.0	0.0	0.07976647435562224	0.675	1.0
2362	134	9000	2050.3	Not Talent and Not High Performer	Recent Hires	81.0	0.0	1.0704996577686516	0.0	0.0	0.0	0.0	0.1547636835237315	0.55	1.0
2493	1019	22000	7648.92	Not Talent and Not High Performer	Recent Hires	92.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41250000000000003	1.0
2454	156	21000	3590.95	Not Talent and Not High Performer	Recent Expensive Hires	101.0	0.0	0.17248459958932238	0.0	0.0	0.0	0.0	0.009873139313452434	0.30000000000000004	1.0
2503	2420	25500	12505.12	Not Talent and Not High Performer	Recent Hires	99.0	0.0	0.2464065708418891	0.0	0.0	0.0	0.0	0.0314076181707212	0.325	1.0
2476	498	12500	3816.3	Not Talent and Not High Performer	Recent Hires	78.0	0.0	0.33675564681724846	0.0	0.0	0.0	0.0	0.038122122499944525	0.5875	1.0
2477	498	12500	3816.3	Not Talent and Not High Performer	Recent Hires	78.0	0.0	0.33675564681724846	0.0	0.0	0.0	0.0	0.038122122499944525	0.5875	1.0
2475	156	13712	3590.95	Not Talent and Not High Performer	Recent Hires	86.0	0.0	0.33675564681724846	0.0	0.0	0.0	1.0	0.038122122499944525	0.48750000000000004	1.0
2473	1223	12000	7204.5	Not Talent and Not High Performer	Recent Hires	88.0	0.0	0.33675564681724846	0.0	0.0	0.0	0.0	0.04506092642595812	0.4625	1.0
2474	2406	11500	4815.0	Not Talent and Not High Performer	Recent Hires	79.0	0.0	0.33675564681724846	0.0	0.0	0.0	0.0	0.044931705069888445	0.5750000000000001	1.0
2462	115	12000	7670.4	Not Talent and Not High Performer	Recent Hires	88.0	0.0	0.33675564681724846	0.0	0.0	0.0	0.0	0.044931705069888445	0.4625	1.0
2422	32	13000	21130.14	Not Talent and Not High Performer	Recent Hires	81.0	0.0	0.34496919917864477	0.0	0.0	0.0	1.0	0.03953457165926913	0.55	1.0
2423	923	12000	8620.1	Not Talent and Not High Performer	Recent Hires	88.0	0.0	0.34496919917864477	0.0	0.0	0.0	0.0	0.03953457165926913	0.4625	1.0
2424	671	15500	4284.55	Not Talent and Not High Performer	Recent Hires	97.0	0.0	0.34496919917864477	0.0	0.0	0.0	1.0	0.03953457165926913	0.35000000000000003	1.0
2378	133	19000	11394.44	Not Talent and Not High Performer	Recent Hires	74.0	0.0	0.3531827515400411	0.0	0.0	0.0	1.0	0.04739062996064612	0.6375000000000001	1.0
2381	163	10500	928.8	Not Talent and Not High Performer	Recent Hires	77.0	0.0	0.3531827515400411	0.0	0.0	0.0	1.0	0.04739062996064612	0.6000000000000001	1.0
2440	932	13000	7281.35	Not Talent and Not High Performer	Recent Hires	81.0	0.0	0.4271047227926078	0.0	0.0	0.0	0.0	0.05365906325251517	0.55	1.0
2448	2228	50000	11175.25	Not Talent and Not High Performer	Recent Expensive Hires	119.0	0.0	0.5065023956194388	0.0	0.0	0.0	0.0	0.07024497447202246	0.07500000000000001	1.0
2437	1108	9800	3006.25	Not Talent and Not High Performer	Recent Hires	78.0	0.0	0.5092402464065708	0.0	0.0	0.0	0.0	0.07075041642284409	0.5875	1.0
2431	555	12000	8866.2	Not Talent and Not High Performer	Recent Hires	88.0	0.0	0.5092402464065708	0.0	0.0	0.0	0.0	0.07065116879534608	0.4625	1.0
2439	959	12000	8660.82	Not Talent and Not High Performer	Recent Hires	88.0	0.0	0.5092402464065708	0.0	0.0	0.0	0.0	0.0677835548457612	0.4625	1.0
2433	555	14000	8866.2	Not Talent and Not High Performer	Recent Hires	88.0	0.0	0.5092402464065708	0.0	0.0	0.0	0.0	0.07065116879534608	0.4625	1.0
2436	2226	15500	1450.0	Not Talent and Not High Performer	Recent Hires	91.0	0.0	0.5092402464065708	0.0	0.0	0.0	0.0	0.08417050443352916	0.42500000000000004	1.0
2438	1535	14500	4073.55	Not Talent and Not High Performer	Recent Hires	91.0	0.0	0.5092402464065708	0.0	0.0	0.0	1.0	0.0677835548457612	0.42500000000000004	1.0
2492	676	10200	2554.65	Not Talent and Not High Performer	Recent Hires	75.0	0.0	0.5859000684462696	0.0	0.0	0.0	0.0	0.08222539924637992	0.625	1.0
2489	1218	12500	1075.0	Not Talent and Not High Performer	Recent Hires	78.0	0.0	0.5859000684462696	0.0	0.0	0.0	1.0	0.08222539924637992	0.5875	1.0
2490	693	12000	2981.25	Not Talent and Not High Performer	Recent Hires	88.0	0.0	0.5859000684462696	0.0	0.0	0.0	0.0	0.08463198687135542	0.4625	1.0
2488	959	12500	8660.82	Not Talent and Not High Performer	Recent Hires	78.0	0.0	0.5859000684462696	0.0	0.0	0.0	0.0	0.08096641366612417	0.5875	1.0
2491	1198	12500	6245.6	Not Talent and Not High Performer	Recent Hires	78.0	0.0	0.5859000684462696	0.0	0.0	0.0	0.0	0.08096641366612417	0.5875	1.0
2487	58	28300	4902.44	Not Talent and Not High Performer	Recent Expensive Hires	118.0	0.0	0.5859000684462696	0.0	0.0	0.0	0.0	0.08096641366612417	0.08750000000000001	1.0
2447	185	9000	450.0	Not Talent and Not High Performer	Recent Hires	66.0	0.0	0.5913757700205339	0.0	0.0	0.0	0.0	0.08304504087663249	0.7375	1.0
2390	2406	8800	4815.0	Not Talent and Not High Performer	Recent Hires	65.0	0.0	0.6023271731690623	0.0	0.0	0.0	0.0	0.0846843241371376	0.75	1.0
2393	1929	10000	14688.4	Not Talent and Not High Performer	Recent Hires	74.0	0.0	0.6023271731690623	0.0	0.0	0.0	0.0	0.0844617757883491	0.6375000000000001	1.0
2394	889	12500	9181.45	Not Talent and Not High Performer	Recent Hires	78.0	0.0	0.6023271731690623	0.0	0.0	0.0	1.0	0.08379131198477338	0.5875	1.0
2392	466	13100	1794.95	Not Talent and Not High Performer	Recent Hires	82.0	0.0	0.6023271731690623	0.0	0.0	0.0	0.0	0.0846843241371376	0.5375	1.0
2388	1293	12500	9331.4	Not Talent and Not High Performer	Recent Hires	84.0	0.0	0.6023271731690623	0.0	0.0	0.0	0.0	0.0846843241371376	0.5125000000000001	1.0
2383	718	12000	3454.95	Not Talent and Not High Performer	Recent Hires	88.0	0.0	0.6023271731690623	0.0	0.0	0.0	1.0	0.08379131198477338	0.4625	1.0
2398	889	14700	9181.45	Not Talent and Not High Performer	Recent Hires	92.0	0.0	0.6023271731690623	0.0	0.0	0.0	1.0	0.08379131198477338	0.41250000000000003	1.0
2395	768	13000	5405.45	Not Talent and Not High Performer	Recent Hires	96.0	0.0	0.6023271731690623	0.0	0.0	0.0	1.0	0.0846843241371376	0.36250000000000004	1.0
2411	26	18500	9083.02	Not Talent and Not High Performer	Recent Hires	77.0	0.0	0.6817248459958932	0.0	0.0	0.0	1.0	0.09656912777579973	0.6000000000000001	1.0
2408	2392	8500	844.95	Not Talent and Not High Performer	Recent Hires	77.0	0.0	0.6817248459958932	0.0	0.0	0.0	0.0	0.09656912777579973	0.6000000000000001	1.0
2409	2183	13500	4981.25	Not Talent and Not High Performer	Recent Hires	84.0	0.0	0.6817248459958932	0.0	0.0	0.0	0.0	0.0974449871915779	0.5125000000000001	1.0
2412	1583	18000	10468.19	Not Talent and Not High Performer	Recent Hires	87.0	0.0	0.6817248459958932	0.0	0.0	0.0	0.0	0.0974449871915779	0.47500000000000003	1.0
2410	2231	14000	2982.35	Not Talent and Not High Performer	Recent Hires	88.0	0.0	0.6817248459958932	0.0	0.0	0.0	0.0	0.0974449871915779	0.4625	1.0
2407	1682	19000	2602.7	Not Talent and Not High Performer	Recent Hires	90.0	0.0	0.6817248459958932	0.0	0.0	0.0	0.0	0.09656912777579973	0.4375	1.0
2401	1293	12000	9331.4	Not Talent and Not High Performer	Recent Hires	95.0	0.0	0.6817248459958932	0.0	0.0	0.0	0.0	0.09656912777579973	0.375	1.0
2452	2406	9600	4815.0	Not Talent and Not High Performer	Recent Hires	71.0	0.0	0.758384668035592	0.0	0.0	0.0	0.0	0.10804411059933555	0.675	1.0
2451	959	12000	8660.82	Not Talent and Not High Performer	Recent Hires	88.0	0.0	0.758384668035592	0.0	0.0	0.0	0.0	0.11062784601194087	0.4625	1.0
2453	2416	9000	3848.9	Not Talent and Not High Performer	Recent Hires	81.0	0.0	0.758384668035592	0.0	0.0	0.0	0.0	0.11062784601194087	0.55	1.0
2449	959	11500	8660.82	Not Talent and Not High Performer	Recent Hires	85.0	0.0	0.758384668035592	0.0	0.0	0.0	0.0	0.11062784601194087	0.5	1.0
2450	780	11500	10825.3	Not Talent and Not High Performer	Recent Hires	85.0	0.0	0.758384668035592	0.0	0.0	0.0	0.0	0.11062784601194087	0.5	1.0
2441	2377	14700	2065.0	Not Talent and Not High Performer	Recent Hires	92.0	0.0	0.758384668035592	0.0	0.0	0.0	0.0	0.11062784601194087	0.41250000000000003	1.0
2502	702	11556	1294.0	Not Talent and Not High Performer	Recent Hires	79.0	0.0	0.8295687885010267	0.0	0.0	0.0	0.0	0.11869945179261884	0.5750000000000001	1.0
2499	1758	18600	930.0	Not Talent and Not High Performer	Recent Hires	88.0	0.0	0.8295687885010267	0.0	0.0	0.0	1.0	0.11869945179261884	0.4625	1.0
2500	114	15300	7777.8	Not Talent and Not High Performer	Recent Hires	96.0	0.0	0.8295687885010267	0.0	0.0	0.0	0.0	0.11869945179261884	0.36250000000000004	1.0
2379	482	20000	8757.72	Not Talent and Not High Performer	Recent Hires	83.0	0.0	0.8514715947980835	0.0	0.0	0.0	0.0	0.12197801831362909	0.525	1.0
1812	38	11611	6944.4	Talent and High Performer	Recent Hires	73.0	23.89	0.9117043121149897	1.0	1.0	1.0	1.0	0.13099407624640724	0.65	0.7767498364638818
1344	2326	17388	4202.05	Not Talent and Not High Performer	Recent Hires	85.0	0.0	0.9117043121149897	0.0	0.0	0.0	1.0	0.13099407624640724	0.5	1.0
1625	1345	9500	1385.0	Talent and Not High Performer	Recent Hires	65.0	15.85	0.9117043121149897	1.0	0.0	0.0	0.0	0.13099407624640724	0.75	0.8518830015886366
810	82	8740	1362.35	Not Talent and Not High Performer	Recent Hires	69.0	11.3	0.9117043121149897	0.0	0.0	0.0	0.0	0.13099407624640724	0.7000000000000001	0.894402392299785
1793	286	18500	9296.0	Not Talent and Not High Performer	Recent Hires	77.0	15.63	0.9117043121149897	0.0	0.0	0.0	1.0	0.13099407624640724	0.6000000000000001	0.8539388842164284
1272	719	11643	3164.8	Talent and Not High Performer	Recent Hires	73.0	10.36	0.9144421629021219	1.0	0.0	0.0	1.0	0.13140389706153352	0.65	0.9031866180730772
2217	2406	9351	4815.0	Not Talent and Not High Performer	Recent Hires	74.0	12.85	0.9144421629021219	0.0	0.0	0.0	1.0	0.13140389706153352	0.6375000000000001	0.8799177646948884
940	889	11798	9181.45	Not Talent and High Performer	Forgotten Specialists	74.0	11.3	0.9144421629021219	0.0	1.0	0.0	1.0	0.13746438003910835	0.6375000000000001	0.894402392299785
1146	325	10700	3480.25	Talent and High Performer	Recent Hires	74.0	18.89	0.9144421629021219	1.0	1.0	0.0	1.0	0.13140389706153352	0.6375000000000001	0.8234744416409681
1971	2170	10000	5171.15	Talent and Not High Performer	Recent Hires	74.0	36.09	0.9144421629021219	1.0	0.0	0.0	1.0	0.13746438003910835	0.6375000000000001	0.6627417998317914
1128	79	11024	7150.03	Not Talent and Not High Performer	Recent Hires	74.0	19.93	0.9144421629021219	0.0	0.0	0.0	1.0	0.13140389706153352	0.6375000000000001	0.8137557237641342
434	2406	10710	4815.0	Not Talent and Not High Performer	Recent Hires	74.0	23.99	0.9144421629021219	0.0	0.0	0.0	1.0	0.13140389706153352	0.6375000000000001	0.7758153443603402
1247	719	11823	3164.8	Not Talent and High Performer	Recent Hires	74.0	9.72	0.9144421629021219	0.0	1.0	0.0	1.0	0.13140389706153352	0.6375000000000001	0.9091673675357443
373	469	10242	9450.55	Not Talent and High Performer	Forgotten Specialists	75.0	12.87	0.9144421629021219	0.0	1.0	0.0	1.0	0.13746438003910835	0.625	0.87973086627418
1727	38	11964	6944.4	Not Talent and High Performer	Recent Hires	75.0	14.49	0.9144421629021219	0.0	1.0	0.0	1.0	0.13140389706153352	0.625	0.864592094196804
593	890	15557	9755.55	Talent and High Performer	Forgotten Specialists	75.0	9.73	0.9144421629021219	1.0	1.0	0.0	0.0	0.13746438003910835	0.625	0.9090739183253901
735	79	11086	7150.03	Not Talent and High Performer	Recent Hires	75.0	26.87	0.9144421629021219	0.0	1.0	0.0	0.0	0.13140389706153352	0.625	0.7489019717783384
618	359	11965	1614.75	Talent and High Performer	Recent Hires	75.0	12.88	0.9144421629021219	1.0	1.0	0.0	0.0	0.13746438003910835	0.625	0.8796374170638258
1132	376	15116	3857.8	Talent and Not High Performer	Recent Hires	68.0	14.94	0.9144421629021219	1.0	0.0	0.0	1.0	0.13140389706153352	0.7125	0.8603868797308662
